,Title,Location,Link,Company,Date Extracted,Cluster,Tag
909,Software Engineer,India (Remote),https://www.linkedin.com/jobs/view/4035069133/?eBP=CwEAAAGSzQFezEFz0jzhIw2xqy5oHbAIL_oC969FUxBobQqgUSuduVoNUmiYDL5xJ6TjqnRC7WsMaVsCgnxK4jMQdGw6-vl27uKZgkuaq9Nr3q1TEEMlqqT9Bj4U4ogu3MAi5bbQbXy3afDBfPYMCld18g_kSXMvFfgEYiIcCc0NJUJ7B5MhzJlpWe1GPt0a23PBUYchxjuCR1Ct6HFRvCyUeFwxK3cI5o2xjG0iHgSYe6sCHAKTIOqcPsPv5PpCGJq3k-MEkBq7e0_dBpw4ISjrD2-tDJ_pRkPyWtSS_GuvjO4YaS_ZQYujauYz_Nv-WSiOxldG8KBH9wfhVvGCQv8_0-6OCcU-x1nsOyBJ8eapMjDBoNLeGn1YGmZWtFc3bVQv8kjpyHP8szzUlFga70WIsCvTo9A-BvfDhRSwzdsZ_qXjyakLygJUWIaRP-U-nJJQeTRLCBjma4PBrfWDq62YvRR2-sh0J2vF1os9PKfAHA&refId=4N4akPml9Zh2C6z28l78YQ%3D%3D&trackingId=vGFYHfX9jP%2FBww9bGiXhqQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,Programmers.io,2024-10-27,1,Software Developer
910,"Fullstack Software Engineer (Python Flask, Javascript)","Pune, Maharashtra, India (Remote)",https://www.linkedin.com/jobs/view/4053795814/?eBP=CwEAAAGSzQFezMtYqDMlKGHxYe8LTKgHb9eM-ujcxHgk3C0C40mc3NLBfD9_FXpiHtYdoI_ZNL8TziKUVa70crcxsMA4MaBimYia1AUuk6eAmtoFX9TUrgI7B-H7gXUUcpoTaeUjcCMoyA22NeKKE6HQ33VTYJ5XBGAVeBFSVQTbdWe8x321TOwLsoTSYvR1UrganRO46VKp9nF_xUghqw1OL4VKg3l-GoT4964Z-Cz6Fq80nwjLKYW_U6vhE5R7uc4dpQEiFSGObujUSEcZK6FhW7j9wPh5W7RKUev8fzZAaiIWBAvRdbPg8M9NFY5QDq9_y2woFZEIvNtnZHIC8keZbAwhydLvPgpVYCfG9qYvtW901unrsVUnDk56drdT2JXiT7bG1kkeLjoQXgZMMpPBeohv7BkCCdMbBRYZKQVV_8PN3M9Q7Ptvy3Uhhg&refId=4N4akPml9Zh2C6z28l78YQ%3D%3D&trackingId=b90OHL2OfyEz%2BjB4mME0%2Bg%3D%3D&trk=flagship3_jobs_discovery_jymbii,Biomesight,2024-10-27,3,Development and Research
911,Software Developer,India (Remote),https://www.linkedin.com/jobs/view/4051688203/?eBP=BUDGET_EXHAUSTED_JOB&refId=4N4akPml9Zh2C6z28l78YQ%3D%3D&trackingId=RHyp3445Mhzbjd0KIZrKQw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Weekday (YC W21),2024-10-27,1,Software Developer
912,SQL Developers Internships,India (Remote),https://www.linkedin.com/jobs/view/4058850449/?eBP=BUDGET_EXHAUSTED_JOB&refId=4N4akPml9Zh2C6z28l78YQ%3D%3D&trackingId=YOlTGMXxO2hhbemTf3pPTA%3D%3D&trk=flagship3_jobs_discovery_jymbii,RecroconX Technologies,2024-10-27,3,Development and Research
913,Software Engineering: Full Time Opportunity,"Dadra & Nagar Haveli, Daman and Diu, India (Remote)",https://www.linkedin.com/jobs/view/4058443702/?eBP=CwEAAAGSzQF0PgRzni4KvAETzfituPslOXJdIuUSwXBKdHg9RD7eisZf536XMuHXdDN1QlSWNdbs4y42W7UZZ3RxzYS5_5fX2th3S2-n1_WuRj46P_6i9hh1NXp-rOy_CNOC7SLFggkj7Y9yS79YVyUZAPmp5DPbYDcOw5TryZGvUEFlEkEFcAq2Y0Do5S-KZbRK2bTq1xDZW1o-zOPAlNOQDJdSAOTVy5Aeo83uHkSE6Gf-OLhDoQC9omxYNNwwfmwXpYLHoKxhd1sPzvbH38PgxJXOkSf20BqPBbzWnBYN4qUjg7ZyhKWUHRV2ReeW2R3OWWmQwyS-u_R6nicUCTHEm8rGAddBFMhjQdhHzk6f7INclWfa9cmnuhIMg84HDjwBaTW6HJ4OcDM6xzFjxSkWgVlLNsmJqzKGmXgFqL6TD6HgZmHaofA6Stl98GLx-7ddOc60mrsRvxFrVi1cv23gfK5VYh-LY1VKEpGct-9hy2zeGwxibNeg&refId=XfqReKjai66aUQlL4FpPNQ%3D%3D&trackingId=0FGy8xytiLWSbMV3zpneUw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-10-27,6,Software Engineering
914,Software Engineering: Full Time Opportunity,"Nagaland, India (Remote)",https://www.linkedin.com/jobs/view/4058446100/?eBP=CwEAAAGSzQF0PsFpQGVrk1kQxtP7iWH4RSNDkWHPrcpdkNWDy3kP-0svCmts_EnNS3SOhhalNsNJ16EoxHDk-QvFe9MLtmZcQ6mZPIVRjlkBzv0jIhTXIUDiafkaqTaLFAiXM1DnPumYSo9z0lK_vEu029dl0vmxVRi2b0OBO5IyU-p2GzKzfnabarAnAgB0C0bodr_inRo84afSuhA8FbnwLHCOGomMQiTwv-unAvPtfOJIlRfM6aNoa3ihF7k7UMtiHzafXQ2L3jqU50kftYstakkBki97kD6_m36G6sk6yu9bdkK8NrDmiMVHRbuh7-Jcr0-wjQRg6JUybpO_17gvaKbxdWPWq9MpjEuTWmkxDUGSMw7brfVi5RqeJZBXoACx34XOId7QBC_dd1YY9vzBsz-qeX_mrQmS-lRfPL-cvejyBm_23b4oW8Zq524_Wo2OZnXDrZmz12hMwTpo88iVb-A6xu_uFvSd_M64xs3U3TsK29jMa6W8I1JGmA&refId=XfqReKjai66aUQlL4FpPNQ%3D%3D&trackingId=1qCqPjSo33HWTnquhqq%2BNw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-10-27,6,Software Engineering
915,Junior Backend Engineer,Mumbai Metropolitan Region (Remote),https://www.linkedin.com/jobs/view/4057434703/?eBP=CwEAAAGSzQF0PvCLonnHzg40DB-vDsMjV09VVquYWDdDE8EqUnUalBwfNb2FgnzKP79wfb6jjbb5PcDN716_gkfyxjV0UDS-RMd_UulK4dXlMxgrAI3s8S9i6YDkarjaqukTvdn29jPakZdBsWfzMA-JGyilBf7xItSjAzW-LffOsI6cGEWRfPKcpILtzX6MFkFJd7SB2yEbLPWKUJ9Z8iIj9msKu2jqVGH1ty_1fU3IgPEW5hIM3RS6Tjkb9LDEuFm_QFZW6QJiQtrzqaOZY0IAddQWfBsoOMavo9LY64ga02XW2QvQqk6T4ZvCJNMPy2EvcMMVNbwH1Wg-4kz1ZULRmsMO2CN58wOvwp9ocNoSVp1BjFzaQYg65KvQmbTl1NX0clN2FcDFcA3f_veCdIqQFNezFFXBtOPKehod-R7AC2pKal-EUgt2OA&refId=XfqReKjai66aUQlL4FpPNQ%3D%3D&trackingId=h%2BZ8pmgbOVAPXm9dtsWxpQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,Infraveo Technologies,2024-10-27,7,Data Science
917,Remote Python Developer - 17852,"Pune, Maharashtra, India (Remote)",https://www.linkedin.com/jobs/view/4051792029/?eBP=CwEAAAGSzQF0PhGBKTgjIM1ET-iGpLpFvvM4ublPDf7dgD_M5A7ODJyKifSVfa2WBkd6wQ1u7C9eg13BPZb1L_-o22ImF7LJotE1n3AqcrsFwoXsNYnSFi6yLYEwAd8DjCt4NatyBkERTfhHl0SuLXoGd1apiSTEYIboTtvquVaiIWXzkXck9ARCT_1d7WnQ0bQsaeiX2wh7HqXnB1K3BNTIYZu1Vmx7Abght0cszEVZosvQQ6QMAoRw5MNc7OKa5nDKIU1QvOumzAxf4c7sCq6GtCuJNNEbkNCuZcxbkpzwnfmXTlsNtrJXb-95g9TWohNsYl3hNfijA9qu_ilUkMXOK6QnSzv2GQOFxcXEMT95TKs6jZ2GcY_1FyGqt90y2x_TI7SphsKHh4SpLn84AuhqWqv7PI7cf6ciNvUyyKWDOKTWCHb30aDKAu8tQygmPVE_7YLISohWW7eOA319WJm8NON-FoGAL-kMRopqLnlXAn32MXE&refId=XfqReKjai66aUQlL4FpPNQ%3D%3D&trackingId=VHXIm8RMTKSntUmExSzn2w%3D%3D&trk=flagship3_jobs_discovery_jymbii,Turing,2024-10-27,4,Data Development
919,Data Scientist-LLM Engineer/Developer,India (Remote),https://www.linkedin.com/jobs/view/4049538028/?eBP=CwEAAAGSzQF0PuAcy1_76NtzYbHGbhrohMj73RXQm7KdfixT-4Cj0Tw8THlApTjLeLItLdNdggzOzVzzyIlQkUq2t-dRlppbqhElTs0YD8sgotnJ_RgZDuZ9Qv3Yiu31LlqpPwzGXE8zqhDBYu-FcYBDvmnzW1mkSxcZwgqjVDIbqgy7s66AvSOQjYd7H_Jh9q2hqyWAyruN3I2xZ1xAjSQ8LnFtzYzksUJUMKvr_c8gwXhfaVD3DjQNuuy9mD9p60MzRGQRJEyPCGHwS5IoZLNkx-L-h426DSBnXXk5XmZES-fyn8PiTYqu95sfdkTegmhObzUhSRnmEL1cql8mXMwQvlHnDLJS7F5ng16xWUvCeC8KlueGtNCnMSQVLLoRDUhEUUoHa-wzo4MKAq10AQEtuoFtHU8P8XZDSWbhJ-WMocNRb54Y7ACCP1xr0T6rkIVh1uQG8ZS_jdXe-B6Z_z2CQxqWDTOUl1mbBovXqdZRgPKeA6aV7w&refId=XfqReKjai66aUQlL4FpPNQ%3D%3D&trackingId=ePQP0WbsC%2BTH5R6CviKRvg%3D%3D&trk=flagship3_jobs_discovery_jymbii,RandomTrees,2024-10-27,7,Data Science
920,Software Development Engineer,India (Remote),https://www.linkedin.com/jobs/view/4059357996/?eBP=CwEAAAGSzQF0Po9zC1h3bLO4NwNvEqp5cF-R3w4QUNCkgeyxE928d7Zm84OweNB92u52vLAt7DnuwC-BzJhCOycQnK3phei5nkYcPqkZou1xjfTRaC7IlyJIJ9As-WaidRYp1y-394rovQZlnn7pZelqu8atJ6Lr2LCqiO3XjZiA7I6JMNUOCNkqalunuTYeO8HTZ7EPJ1i34cExV3aSIqSKvLZxC45GOb-69LLD54m3YttxUPSA75hoMAAK9iDeNHu89yoZkt3PhWiNIT_0z7uS76haaHAWz4mMohHCMJEIuf2BMpoa-sq9l0rEKd71XhIfWgu7ck4jEssO8m1wwg-vC4aqiYQuDFWzxJ5-lr1lm7v_SBdXQoVczszVKMauThUIuRvFzygMhTy1IvNAAjiZbwoP3nFF3BF3BXbi557jY0Os_yZrKYphvvnBblDHfMHZ7ixTqR4mGlcJkWp3QAo1fNt3r9gD8_KqxJnoaxWz0rmlOKjEJ0zm5X568w&refId=XfqReKjai66aUQlL4FpPNQ%3D%3D&trackingId=CFbf0o%2Fo%2BGvZf9z8gr12sw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Landmark Group,2024-10-27,1,Software Developer
921,Data Analyst,India (Remote),https://www.linkedin.com/jobs/view/4052177652/?eBP=CwEAAAGSzQF0PiKtCPrMinwkwDlKMSfMaglEap9wN7fpfe9RTSKzs4e6KPwT4I61fwZm5BK1bHO5vKwonT-V76DDxQwrfEb7BkaVRPMW2xhF52Xr1s_A-NL3nPgWxbaO02hifS597ceJn8GOiYCahvuLfGWpg7q5YDRv_cChoJ7LFeD5Rt6q8G7rVAAtJ5CZ5MBThqecbzYbEpKv-kAoDowZdibRxmpaHxoM4e-B794phnrSrd9qiacVmB0Op8G-eSbSopU9SQ6b9T9BVNfuYFL8Tk0TgBBw5ViQ4l6c_Cstdjf-_NhLtNBEBoxpZo_aNiwFQDPghbHdVe-JfdyZbIbejHrjeknNlC6lkmSIGvFg9Ib0GVE_QbwUwczFF5HmoRWQXpRxw05ODf7m2PusqcoizjMmkfJ2CgiCn9Uj34Ehl37AX1hMzbS1kX-IJWAQg9Vg00K8uVRXly-_AKMV423fLf1Blfhn60e9W06tJev3aRB3EYRvfOQ&refId=XfqReKjai66aUQlL4FpPNQ%3D%3D&trackingId=DF4nvaNkI1VKvy%2B5bNR9Kg%3D%3D&trk=flagship3_jobs_discovery_jymbii,Makoons Play School,2024-10-27,2,Analytics
922,Software Engineer,India (Remote),https://www.linkedin.com/jobs/view/4058128378/?eBP=BUDGET_EXHAUSTED_JOB&refId=XfqReKjai66aUQlL4FpPNQ%3D%3D&trackingId=8mIIYi7UIN8Yz6hg6BS5wQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,AlgoShack,2024-10-27,1,Software Developer
923,Frontend Developer,India (Remote),https://www.linkedin.com/jobs/view/4056735589/?eBP=BUDGET_EXHAUSTED_JOB&refId=XfqReKjai66aUQlL4FpPNQ%3D%3D&trackingId=GOl2imex%2F1I%2FlOcmSSnL9g%3D%3D&trk=flagship3_jobs_discovery_jymbii,Soul AI,2024-10-27,3,Development and Research
924,Software Engineering: Full Time Opportunity,"Sikkim, India (Remote)",https://www.linkedin.com/jobs/view/4058444521/?eBP=CwEAAAGSzQGI5rhKrRHYmczw7X-YHWiVzaIUCiPAn0PUMWDaU1v5XHjluFCMxa_nQvK_PHa7_cdzf0iHHFNUKMFTv-4iYZ7u3DlJMKUP8ywIPj6h1iy_BznDiLB17fI3nDar4DJ9JngUCjm1vraJ_-TFBGxZ7RxktidjwOwGMZCJAmlZ5p3EnaicxMCGp80rg-FFY9xij7pZUGgCP3LZhrwKth_qxUbNfEqQ5VMwIceguwb-lcWBGRmB9OqeeeBWP2_XZLmeJPt69XYaeTDK-s2NeNOsduMC2vsz3VW_FoOkOOVMtaOUnmnAdL2kCYqYDuD0Z6cpy3Oa8gMS6aI8Wo0R-kYIc1s0egs3dlFw7zqkPR7eQVyWet-SrkA11JczHq0pk07zhSZEbaCfw4iJD1tHYeAiq3MAGrGv5eYPeZMn-B1A7-gyWGhkcUKTsno81ekwQ-E42D8AH_NugPhKw2d4s9Z-gN_oDpZBbrY-u__LjBObPt9Nr8xu4IqiFZL2&refId=p9QeO3lptZR%2FWqDbiW8ytw%3D%3D&trackingId=MyyeOQVVEovsM4B19Vumaw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-10-27,6,Software Engineering
925,Software Engineering: Full Time Opportunity,"Odisha, India (Remote)",https://www.linkedin.com/jobs/view/4058445287/?eBP=CwEAAAGSzQGI58jVq7-736_ypyPshE-RzHyegwL0i4LfIlmBmHkuMCLJdA6dMuq0O3ijIn8QiyLpiMq8FWwtYQVYtMV9iwD7HS-74opSPHQpwnW9-69fVcFz0uGSUuj7-vZgn9nOQ45_xlCpdWWj4TiTmngUWP1_8seViKyn0zRBMdU6a3l3S7E0lIY6rG7qIEb4VIQNMxyCLXWC8feK77nbWLc1atUuOLc9OAcKcZsmPlMKBTJgP3NiQm_obYs8RPDh2EQ8i--WlE9PsW1JrSfZYKRAvK08suPmL1grYN6e8EdfUTW0wf0_FGebfIGYBrAise4jHsU9uANinbVxnDYVJe7d4NkpHSJaBIUQ4VhTu_CA2UzZ1Nrs-Wl9OHIMf8iqdrAdUEQx20zPsaGLMAu067vDWnaAoAwNQB9ZfVZDFlLb13qrHlpe8NwYp0orU6K55wGTgR9ejfEildgUhxpfFHNu9VSeeUYyHk1eO6FS_t5TSJWrcVspumIujHtq&refId=p9QeO3lptZR%2FWqDbiW8ytw%3D%3D&trackingId=edCLMbMW%2BRu60pRXDTcuTg%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-10-27,6,Software Engineering
926,Python/Django Developer,"Pune, Maharashtra, India (Remote)",https://www.linkedin.com/jobs/view/4057427687/?eBP=CwEAAAGSzQGI5-MLc8EItPjfrw183FiXH1-4yySJ_1oaMSDmByCeTkV5pdFxbFncOUT0jOqnXNucUL12jTOOawjdhS_yIy33UKa4lquCobXlQbfB_bOTv125fVORzwp7wih_nonm-1ImWRfYIMhVzmccSVMoJBMloejCmig8hZl-0B4AbTqbio1F0JCMNucdwOElgkv7oM8L8rqNqIc2Z8MHcCQ03dV4OPDU-bR1Ovm6DacrAxjnskawlOGP8I6h_TbfKr4c44yLxELdLhEdNIYFHqT_sSXGxO_u08RUXIENFHVOx3aaTlb08t49iVE-Soue9YkLIYNY47f1o5cmQ7EZ3XQr0kA0t-9epe8JRRSdPgqprZuSvxGNLudAFj2y4lQTec_r9I2cMBEb5uNAqD-LYpt3o62W3cDQcjq9th8se8nL2r5mLCR55g&refId=p9QeO3lptZR%2FWqDbiW8ytw%3D%3D&trackingId=FUxoW0NGMpssjaTYex5Lqw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Infraveo Technologies,2024-10-27,5,Python and SQL Development
928,SQL or Python Developer,"Delhi, India (Remote)",https://www.linkedin.com/jobs/view/4057981642/?eBP=BUDGET_EXHAUSTED_JOB&refId=p9QeO3lptZR%2FWqDbiW8ytw%3D%3D&trackingId=O2XazQGi9Sqw4PjuoF99EA%3D%3D&trk=flagship3_jobs_discovery_jymbii,AKS ProTalent,2024-10-27,5,Python and SQL Development
930,Web Developer(Remote),India (Remote),https://www.linkedin.com/jobs/view/4051719352/?eBP=CwEAAAGSzQGI51-bl4rul456-Rqo5La9nUrAVYSBzt8kvSRfp4tp5Ejl3dvgaO_76r4xXxPIjFCse8E-ZAigxNUxTBPYdO_x6ymdoZ_9CoaxzcUatMEQIo5L-M3z1pgtpnUBeaIW08upDTTKhSVVajVtPkWgeW_rxI_9vyt49fvpZEPiSGcdvfJ07gZz6qD8l4ixyws1gxzFq22dr7e3uc51QnSK3N6ZVx4NXO4msRluo89m8Jqf-Wai-am_3kK3FfWkxUFKE69sFjZ_FqW_mAzv51BLisX4G-pBgxscici-Kp8qYHZI5pPKkNDkr4y3-NVEXrVbCrIsOazZELMIgBB1Tt-kOCuL24Li-0xRo9HJlKWHYG6xm4y6brwoYiGgeKXZvWGB3jBNlah3lOrYc8a-lPuvibnLviQ6tgDn4-vywzTADXVwX28XoBf6EFk7IDB9eiaws1c9mVRAAS2tE-mB9yLFKzDsTtJGxlvRN0bvnuJX_YU&refId=p9QeO3lptZR%2FWqDbiW8ytw%3D%3D&trackingId=hjt2Ur5%2B%2FiWQltRR37R6qQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,Uplers,2024-10-27,4,Data Development
931,Azure Data Engineer,"Noida, Uttar Pradesh, India",https://www.linkedin.com/jobs/view/3533210723/?eBP=CwEAAAGSzQGI5wjtKSQyi57kGGQ8L31NVXbQiVcgUbxaM49VPR5uL_oAUADe0qAjhzQG_OPkhZxE-WRRWlrjngLHLxX3pypzmD3C9pnLyLzAbQoK4sNxXgWRkZqZ6Luq6OdPiZqE4JQQSrs6862XuUUGxxLCOlj3SzXhHe5-Kn0k-aCFmfBkUNOQDNSolGgk2vkN3QPsU2GflDMTa07-bKdHHZ_BpDIjcm5rlvN_-Axdt1KT1CPxTkHK47vZMVYOdNgGYFEhfijtVW4S7D-z4i1mkdla_xvWzENJ8SAasgm46n6wSFfKgINY56ljDqGB_c1HmKEFVZhXQjhLnxl7iLjQFtwrn3Dfgmt-XBNHEKi5wIyNozaDSncRGHhroLmFbVUTBLf6WWqaZO_NAp2B9xTQGB-SHGqgTFaElQafwGnXm7un-fGukgTqR8nS6XrCztpFrlpUVo7A-YJVCITDtUH4O2ktHJS3OcrbOueLrMttzr7pWtA&refId=p9QeO3lptZR%2FWqDbiW8ytw%3D%3D&trackingId=2fgNg1ED9X0sEFN3Pr4ZBw%3D%3D&trk=flagship3_jobs_discovery_jymbii,HCLTech,2024-10-27,7,Data Science
932,Java Python Developer,"Gurugram, Haryana, India (Remote)",https://www.linkedin.com/jobs/view/4035260427/?eBP=CwEAAAGSzQGI57TskWtjc_Kv9etAL3oXQccfQFo5N-H7e28Yo3c7MFSqtUiFp__64kLeBON0D_l42f78j_mBoaOq2GAkOJqeHpj4gn9p9DvuNRjYssWl5WIXHyZczi298cs6ATfZpemd72aScd4JhR3FxoGohYqDeJ8TVIRghM3Rau_llg3aWpdPNzXWHd6kdbEZHAmy5pu6_wSrma8-tZjgbKkbkw7TDYZi9e3dRFH4D6sQ1srCGkBj07nJ_qOvvVQc9UxupFT968tmBlkJVemxNfgyYexizGHnZpM5vNgTJ8qMAbcRTyJPQIyU5agg4e8R4PEECj8myaMM5zYYAUPtN60VAfaJd3BuOGdo1MxT8LTTRWLsaEm0IxWbzCtp6GGsUht05q7AOurst_udI_Fhkk5pXCY1uhZPFWkmRmsI-CyXGoGF9J1mfx8CfCELoejMdeS7EVuZDFcf&refId=p9QeO3lptZR%2FWqDbiW8ytw%3D%3D&trackingId=jkbyEtj2%2FXHnzywxfFPwPQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,Synechron,2024-10-27,5,Python and SQL Development
934,Frontend Developer,"Lucknow, Uttar Pradesh, India (On-site)",https://www.linkedin.com/jobs/view/4055802849/?eBP=BUDGET_EXHAUSTED_JOB&refId=p9QeO3lptZR%2FWqDbiW8ytw%3D%3D&trackingId=W0jG20XDtvqZu%2FH%2BjBiKSA%3D%3D&trk=flagship3_jobs_discovery_jymbii,360F,2024-10-27,3,Development and Research
935,Software Engineering: Full Time Opportunity,"Manipur, India (Remote)",https://www.linkedin.com/jobs/view/4058445289/?eBP=BUDGET_EXHAUSTED_JOB&refId=eSqB%2FYnjbOMY1K%2FzD89Byw%3D%3D&trackingId=ZUtyLT84kDvbRJxLSb11sQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-10-27,6,Software Engineering
936,Software Engineering: Full Time Opportunity,"Lakshadweep, India (Remote)",https://www.linkedin.com/jobs/view/4058746201/?eBP=CwEAAAGSzQGcrliHH6E9apMNMMAco-CguMZsBFEL3jEn0SfCGZBKcAMJOqn-oqiIiLieOWItNHCf7A0H-FAQPkbEqlHaNOSqEn6aqSQVznZ1WcXGXLhbigsEMc3nlC-jwf-TfD0qfCk5wWsoHFV6FIMa0_65KZn547-Fgul2P__5z6gbwNgXVcDDRM4EUdUZbj0ve87sbK0tzI34YZdLto0o1kJQ54_DRtRagiZLJkeSTZUaXD3bmqWb7vG1bdyWmI7ZTKOnLkIxlbCFLzzE_THeLUrpNrSPcKGcrV2tuA83ke-QHrrv8pSU90aTCuKK0YvaEvA_tJWwMZlyBk1Tk25OelxxoIlcSIOzvq48gYbjmUxKc5fXRQ7ohcO5vV_e23Nq66qA7ld5crPPp6k9vXszEUt7bXUPJ19rlYfI0wyecDZ6Xyc67Oqh-nol1n5T0_HB822Bj9khmIFaw4eA7RDzleZwmxvyw2jiDWsc2wpns5p0bsL-D9vfnvh7PEbY&refId=eSqB%2FYnjbOMY1K%2FzD89Byw%3D%3D&trackingId=JypRWVAtJvDFc19Ze%2BwIdw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-10-27,6,Software Engineering
937,Python/Django Developer,"Chandigarh, Chandigarh, India (Remote)",https://www.linkedin.com/jobs/view/4057427933/?eBP=CwEAAAGSzQGcrjo4LvCvyO7VcP27sgqX0Xwr8hjCtAgIDLvyCXvpHfeGrYPVXBJfSrpsoBkfHWFGQu9ILvEGhxUeXKCkq1TpQ89wVMI6RYQcwGkXWClRz4V8PHfC9T3mvLGJ2H38mrjYuxk1GG-zjgY_BFUUcYxFHX0ZR_iEYcO7pU0tZYsqWTK1I9jwXXxsdBMyu-Wc59fkySCiUpXPi1-Iq9CcAW-EosrkhAU8IHEkP6ON8wB_ygOc4WGk5ZTATyGzysr6AjC6wbjeCla37V7PRTdp70uux3IyCebQROIYjN7NxcONGERITBunmCskpy63PMWZnb9JHB0nqsQ_40noo3MRM9wLTJKcUILu12V2iODsae-lqbmG8gzyq4-GIHk8j4N4VrZYSSKZX-4S4_C58ep-_H4tddbl-oiQ7uq1O_Cn7gJmtstr0Z8LvNU&refId=eSqB%2FYnjbOMY1K%2FzD89Byw%3D%3D&trackingId=EVZ%2FJ1fx5kWd%2B1fq5DRgtw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Infraveo Technologies,2024-10-27,5,Python and SQL Development
939,Web Developer(Remote),"Noida, Uttar Pradesh, India (Remote)",https://www.linkedin.com/jobs/view/4051716813/?eBP=CwEAAAGSzQGcrgRIspEfcc4R7VbaD3ELWtfRULkBgYyMQJu8dA5JoVTJycfXP0qtfxUTlAPt32e6evSmJRKHv0LQJdI3q3aC6rkFIC1EFzwc2jhtUKscfy2er86GFx3kQ6IXd0HZ8Z-yCDGhUcdKKt14NRe0kFfnvh5Cwi9Hz88R8D8czM32OUOqBizgapZzSBoJCNWfK-bpP1nFQZPmajwS51yeiqWJsIbMcRAekT4c19BFRbs-4kibeSpITV21tHWx70W_PhhnEWB7JZynLU9vPegCo0zm3Ov7C8c4sS7a26koWk9iGwJkUxkE3r24v5RJ_d5QKc_Z7dpKSvzjkpaRphA8TLM8lRMykbnOdRRaOvF01EN1Y4EMJATNvlq_E5ULqIswxkdTyl5cFoYxpR3yCWpLidJLfT_xKgzdMGO04RZdXCZ1UFSSWU79-dqmmW-3YvJ0Zw75VfHG_toaXx_uHhyFGjhPREJAK7bbTrZsr1Tzd18&refId=eSqB%2FYnjbOMY1K%2FzD89Byw%3D%3D&trackingId=r302mHlYRJ6kgz7xI82E1Q%3D%3D&trk=flagship3_jobs_discovery_jymbii,Uplers,2024-10-27,4,Data Development
941,"Staff Engineer, IOT","Jaipur, Rajasthan, India (Remote)",https://www.linkedin.com/jobs/view/4045942786/?eBP=CwEAAAGSzQGcrmkLjlNiDPFuiC9BH9gJOeF5J6605DAIBnBF8yVHZQAFKK8NSRrAV7ZoqnlxHFxmXgp_BcvDvdxZGFqQRNFgHW7jXU_Ec16r0HPfZPr3eqCZ3fzy2km0uUKukKuAcSHczFqemDOSMnylXphUBe06GgsYbNHuqxGjkDSUJdNOucDETb58-FWSPgnptm5Bv7fqblKxpnuQMh9BqWIFIvVQU3TDJV2qydA8sWq17Eb01KOmRnxH_z7q5uEb9cCtJavlxYefBNXZ3WzX8tKFfVnzXsFi7UpQorfxW6UNOsRyP-jzmVRLJY1cfEtqgFh9hFuJTbd6Bol-88DAuXHOXnWexP04WOCbEJfEkUNSTKV2mmwZ_SUgYRG6Z2ZDVvkQ1GZtWTgCy1ungycvaMgSjdI7qP7yWZs74MVg2KqdvyeM_sDSwXcG4eCSaeXzNY40mxx-kRFfCcWucRaCue-KvjrgB7SPJghX-kjnxI-Sl2bmU3Rp&refId=eSqB%2FYnjbOMY1K%2FzD89Byw%3D%3D&trackingId=%2B0DEQzRBlCXxmWboDuCoVg%3D%3D&trk=flagship3_jobs_discovery_jymbii,Nagarro,2024-10-27,3,Development and Research
943,AI ML Engineer,India (Remote),https://www.linkedin.com/jobs/view/4033305126/?eBP=CwEAAAGSzQGcr0lhi_-Hn-wiBq_Zj0Rh_b_dje6LBkN5LIGOrRqKC7hORmTCI2_tjSswEtBCvdQcGjV2ZJ7zn5rhjkbSEUgJbo1Pz29pNnNe0bCyVv0uAclJgcsosgx71RV-iSmVKP-9AcvOI8K_xAAxstJ2D6w5AEcBv_nmdbsKMrgvbg9rSpAwIZxr7d6zeyjgEdsbitv5I-HbSnUP_iR4PUXmgpVLfldvgSZT53EJoGkSaPTgtTnixuagxLt2fVDdpqa52CI3PKgDl-pFxOM53UhS4sJo4q6KEnvPwTxd3g1AJH62SKEIq0qrKJ74H_Bc0FMuWUJqqM7EGRHRDNPBGkfQk4gDJAIONGm1m-4R6SfwqxorPU6ZqdpJ3_BpQAKT9SzsvsDjW4gnWSqU_Ny-fZOdxdlHIIxke2nJEEoiZ3Ntk5Y-79LlCyjwrfagTgYGY_qod5XDizkW&refId=eSqB%2FYnjbOMY1K%2FzD89Byw%3D%3D&trackingId=nI000%2BLr%2BhUH%2FhRL4e%2B4Yw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Programmers.io,2024-10-27,3,Development and Research
